survey,LLM,language,persona,item,iteration,response,model_fullname,date,model_nation,API,temperature,llm_response,valid_response,prop_na,valid_item,valid_llm
mfq,yi-34b-chat,Chinese,none,15,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,16,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,17,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,18,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,19,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.7,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,20,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,21,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,22,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,23,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,24,0,2,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.45,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,25,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.65,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,26,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.1,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,27,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,28,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.85,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,29,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,30,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.65,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,31,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.45,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,32,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.25,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,33,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,34,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,35,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,none,36,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,1,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.25,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,2,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.55,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,3,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,4,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.8,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,5,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,6,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,7,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,8,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,9,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,10,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.7,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,11,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,12,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.75,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,13,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,5,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,14,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,15,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,16,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.35,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,17,0,5,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,18,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.2,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,19,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.8,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,20,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,21,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.736842105263158,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,22,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,23,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,24,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.6,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,25,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.1,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,26,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,27,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,28,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,29,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.75,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,30,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.8,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,31,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.1,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,32,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.2,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,33,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.25,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,34,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,35,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,China,36,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,1,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,2,0,2,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.2,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,3,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,4,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,5,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,6,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.85,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,7,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.2,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,8,0,2,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,9,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,10,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,11,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,12,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.6,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,13,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,5,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,14,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,15,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,16,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,17,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,18,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,19,0,5:对我的描述极其贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.75,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,20,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.6,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,21,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.8,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,22,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,23,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,24,0,2,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.25,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,25,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,26,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,27,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,28,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,29,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,30,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.6,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,31,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.35,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,32,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.5,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,33,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.05,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,34,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,35,0,4:对我的描述相当贴切,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,Chinese,USA,36,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.95,TRUE,0,36,216
mfq,yi-34b-chat,English,none,1,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.2,TRUE,0,36,216
mfq,yi-34b-chat,English,none,2,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,3,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,English,none,4,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,5,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.5,TRUE,0,36,216
mfq,yi-34b-chat,English,none,6,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.25,TRUE,0,36,216
mfq,yi-34b-chat,English,none,7,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.6,TRUE,0,36,216
mfq,yi-34b-chat,English,none,8,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,9,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,English,none,10,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,11,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.25,TRUE,0,36,216
mfq,yi-34b-chat,English,none,12,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,13,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,5,TRUE,0,36,216
mfq,yi-34b-chat,English,none,14,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,15,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,English,none,16,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.15,TRUE,0,36,216
mfq,yi-34b-chat,English,none,17,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.15,TRUE,0,36,216
mfq,yi-34b-chat,English,none,18,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,19,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.1,TRUE,0,36,216
mfq,yi-34b-chat,English,none,20,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,21,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.85,TRUE,0,36,216
mfq,yi-34b-chat,English,none,22,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.15,TRUE,0,36,216
mfq,yi-34b-chat,English,none,23,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.25,TRUE,0,36,216
mfq,yi-34b-chat,English,none,24,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,2.95,TRUE,0,36,216
mfq,yi-34b-chat,English,none,25,0,5,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.7,TRUE,0,36,216
mfq,yi-34b-chat,English,none,26,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,27,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,English,none,28,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.35,TRUE,0,36,216
mfq,yi-34b-chat,English,none,29,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.05,TRUE,0,36,216
mfq,yi-34b-chat,English,none,30,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,31,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.4,TRUE,0,36,216
mfq,yi-34b-chat,English,none,32,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,none,33,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.25,TRUE,0,36,216
mfq,yi-34b-chat,English,none,34,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.75,TRUE,0,36,216
mfq,yi-34b-chat,English,none,35,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4,TRUE,0,36,216
mfq,yi-34b-chat,English,none,36,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,1,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.9,TRUE,0,36,216
mfq,yi-34b-chat,English,China,2,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,3,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,4,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,5,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.1,TRUE,0,36,216
mfq,yi-34b-chat,English,China,6,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,7,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.45,TRUE,0,36,216
mfq,yi-34b-chat,English,China,8,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,9,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.2,TRUE,0,36,216
mfq,yi-34b-chat,English,China,10,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,11,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,12,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,13,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,5,TRUE,0,36,216
mfq,yi-34b-chat,English,China,14,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,15,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.15,TRUE,0,36,216
mfq,yi-34b-chat,English,China,16,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,17,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,19,0,4,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.4,TRUE,0,36,216
mfq,yi-34b-chat,English,China,20,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,21,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.2,TRUE,0,36,216
mfq,yi-34b-chat,English,China,22,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.95,TRUE,0,36,216
mfq,yi-34b-chat,English,China,23,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.1,TRUE,0,36,216
mfq,yi-34b-chat,English,China,24,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,25,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,4.75,TRUE,0,36,216
mfq,yi-34b-chat,English,China,26,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,27,0,3,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3,TRUE,0,36,216
mfq,yi-34b-chat,English,China,28,0,5: Describes me extremely well,accounts/fireworks/models/yi-34b-chat,2025-06-29,China,fireworks,0.3,3.85,TRUE,0,36,216
