survey,LLM,language,persona,item,iteration,response,model_fullname,date,model_nation,API,temperature,llm_response,valid_response,prop_na,valid_item,valid_llm
wvs,glm-4-plus,English,none,187,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.65,TRUE,0,19,114
wvs,glm-4-plus,English,none,188,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,5.6,TRUE,0,19,114
wvs,glm-4-plus,English,none,189,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,none,190,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,none,191,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,none,192,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,none,193,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.4,TRUE,0,19,114
wvs,glm-4-plus,English,none,194,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,2,TRUE,0,19,114
wvs,glm-4-plus,English,none,195,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.25,TRUE,0,19,114
wvs,glm-4-plus,English,China,177,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.05,TRUE,0,19,114
wvs,glm-4-plus,English,China,178,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3,TRUE,0,19,114
wvs,glm-4-plus,English,China,179,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.4,TRUE,0,19,114
wvs,glm-4-plus,English,China,180,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.05,TRUE,0,19,114
wvs,glm-4-plus,English,China,181,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.15,TRUE,0,19,114
wvs,glm-4-plus,English,China,182,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.9,TRUE,0,19,114
wvs,glm-4-plus,English,China,183,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.3,TRUE,0,19,114
wvs,glm-4-plus,English,China,184,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.05,TRUE,0,19,114
wvs,glm-4-plus,English,China,185,0,5,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.6,TRUE,0,19,114
wvs,glm-4-plus,English,China,186,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.8,TRUE,0,19,114
wvs,glm-4-plus,English,China,187,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.1,TRUE,0,19,114
wvs,glm-4-plus,English,China,188,0,5,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.05,TRUE,0,19,114
wvs,glm-4-plus,English,China,189,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,China,190,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,China,191,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,China,192,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,China,193,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.7,TRUE,0,19,114
wvs,glm-4-plus,English,China,194,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,2,TRUE,0,19,114
wvs,glm-4-plus,English,China,195,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.7,TRUE,0,19,114
wvs,glm-4-plus,English,USA,177,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.15,TRUE,0,19,114
wvs,glm-4-plus,English,USA,178,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.8,TRUE,0,19,114
wvs,glm-4-plus,English,USA,179,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.35,TRUE,0,19,114
wvs,glm-4-plus,English,USA,180,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.15,TRUE,0,19,114
wvs,glm-4-plus,English,USA,181,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.4,TRUE,0,19,114
wvs,glm-4-plus,English,USA,182,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.95,TRUE,0,19,114
wvs,glm-4-plus,English,USA,183,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.4,TRUE,0,19,114
wvs,glm-4-plus,English,USA,184,0,5,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.65,TRUE,0,19,114
wvs,glm-4-plus,English,USA,185,0,6,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.55,TRUE,0,19,114
wvs,glm-4-plus,English,USA,186,0,6,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.55,TRUE,0,19,114
wvs,glm-4-plus,English,USA,187,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,2.7,TRUE,0,19,114
wvs,glm-4-plus,English,USA,188,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.8,TRUE,0,19,114
wvs,glm-4-plus,English,USA,189,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,USA,190,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,USA,191,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,USA,192,0,1,glm-4-plus,2025-06-29,China,bigmodel,0.95,1,TRUE,0,19,114
wvs,glm-4-plus,English,USA,193,0,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.35,TRUE,0,19,114
wvs,glm-4-plus,English,USA,194,0,2,glm-4-plus,2025-06-29,China,bigmodel,0.95,1.85,TRUE,0,19,114
wvs,glm-4-plus,English,USA,195,0,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.85,TRUE,0,19,114
wvs,glm-4-plus,Chinese,none,183,1,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,3.6666666666666665,TRUE,0,19,114
wvs,glm-4-plus,Chinese,none,186,1,7,glm-4-plus,2025-06-29,China,bigmodel,0.95,5.785714285714286,TRUE,0,19,114
wvs,glm-4-plus,Chinese,China,184,1,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.4375,TRUE,0,19,114
wvs,glm-4-plus,Chinese,USA,184,1,4,glm-4-plus,2025-06-29,China,bigmodel,0.95,4.375,TRUE,0,19,114
wvs,glm-4-plus,Chinese,USA,187,1,3,glm-4-plus,2025-06-29,China,bigmodel,0.95,3,TRUE,0,19,114
wvs,glm-4-plus,Chinese,China,186,2,6,glm-4-plus,2025-06-29,China,bigmodel,0.95,5.625,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,177,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,178,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.2,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,179,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,180,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,181,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,182,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,183,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,184,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,185,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.7,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,186,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.75,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,187,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,188,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,189,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,190,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.9,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,191,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,192,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,193,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.2,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,194,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,2.3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,none,195,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,177,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.4,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,178,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.7,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,179,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,180,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,181,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,182,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,183,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,5.9,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,184,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,185,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.05,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,186,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,187,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,188,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,189,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,190,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.4,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,191,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,192,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,193,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,5.95,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,194,0,2,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,2,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,China,195,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,177,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.5,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,178,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,5.75,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,179,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,180,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.45,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,181,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,182,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,183,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.85,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,184,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,185,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,186,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,8,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,187,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,188,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,189,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,190,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,191,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,192,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,193,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.5,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,194,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,Chinese,USA,195,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,177,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,178,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.8,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,179,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.6,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,180,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,181,0,2,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1.1,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,182,0,10,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,9.4,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,183,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.35,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,184,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,185,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.7,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,186,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.15,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,187,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.05,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,188,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,189,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,190,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,191,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,192,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,193,0,7,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,194,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.45,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,none,195,0,5,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,5.35,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,177,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,178,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.4,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,179,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,180,0,3,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,3.25,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,181,0,1,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,1.3,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,182,0,8,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.85,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,183,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4.75,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,184,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,185,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.55,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,186,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,7.1,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,187,0,4,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,4,TRUE,0,19,114
wvs,qwen3-235b-a22b,English,China,188,0,6,qwen3-235b-a22b,2025-06-29,China,dashscope,0.7,6.25,TRUE,0,19,114
